,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,International total
27433,2022,Tajikistan,Belgium,21,18,0,39
27434,2022,Turkmenistan,Belgium,7,0,0,7
27435,2022,Togo,Belgium,164,97,0,261
27436,2022,Trinidad and Tobago,Belgium,0,5,0,5
27437,2022,Tunisia,Belgium,83,78,0,161
27438,2022,Türkiye,Belgium,3362,815,0,4177
27439,2022,Uganda,Belgium,26,23,0,49
27440,2022,Ukraine,Belgium,48238,160,0,48398
27441,2022,United States of America,Belgium,0,8,0,8
27442,2022,Uzbekistan,Belgium,67,14,0,81
27443,2022,Venezuela (Bolivarian Republic of),Belgium,515,180,0,695
27444,2022,Yemen,Belgium,311,91,0,402
27445,2022,Zambia,Belgium,0,5,0,5
27446,2022,Stateless,Belgium,329,7,0,336
27447,2022,Tibetan,Belgium,6,0,0,6
27448,2022,Unknown ,Belgium,7236,478,0,7714
27449,2022,Burundi,Benin,5,0,0,5
27450,2022,Burkina Faso,Benin,194,5,0,199
27451,2022,Central African Rep.,Benin,1144,174,0,1318
27452,2022,Chad,Benin,20,49,0,69
27453,2022,Cameroon,Benin,94,85,0,179
27454,2022,Congo,Benin,0,14,0,14
27455,2022,Dem. Rep. of the Congo,Benin,28,60,0,88
27456,2022,Eritrea,Benin,5,0,0,5
27457,2022,Guinea,Benin,0,14,0,14
27458,2022,Cote d'Ivoire,Benin,117,29,0,146
27459,2022,Liberia,Benin,0,5,0,5
27460,2022,Sri Lanka,Benin,5,5,0,10
27461,2022,Mali,Benin,48,15,0,63
27462,2022,Niger,Benin,22,10,0,32
27463,2022,Nigeria,Benin,0,43,0,43
27464,2022,Pakistan,Benin,5,0,0,5
27465,2022,Rwanda,Benin,0,5,0,5
27466,2022,Sudan,Benin,21,14,0,35
27467,2022,Syrian Arab Rep.,Benin,36,16,0,52
27468,2022,Togo,Benin,0,28,0,28
27469,2022,Türkiye,Benin,10,0,0,10
27470,2022,Yemen,Benin,17,0,0,17
27471,2022,Afghanistan,Bangladesh,5,0,0,5
27472,2022,Myanmar,Bangladesh,929662,5,0,929667
27473,2022,Somalia,Bangladesh,14,22,0,36
27474,2022,Stateless,Bangladesh,0,0,0,0
27475,2022,Cameroon,Bahamas,5,0,0,5
27476,2022,Jamaica,Bahamas,5,0,0,5
27477,2022,Afghanistan,Burkina Faso,0,10,0,10
27478,2022,Burundi,Burkina Faso,26,5,0,31
27479,2022,Benin,Burkina Faso,7,0,0,7
27480,2022,Burkina Faso,Burkina Faso,0,0,1902150,0
27481,2022,Central African Rep.,Burkina Faso,180,122,0,302
27482,2022,Chad,Burkina Faso,71,0,0,71
27483,2022,Cameroon,Burkina Faso,8,0,0,8
27484,2022,Congo,Burkina Faso,26,0,0,26
27485,2022,Dem. Rep. of the Congo,Burkina Faso,30,0,0,30
27486,2022,Cote d'Ivoire,Burkina Faso,5,0,0,5
27487,2022,Mali,Burkina Faso,26603,6273,0,32876
27488,2022,Niger,Burkina Faso,0,1029,0,1029
27489,2022,Rwanda,Burkina Faso,15,0,0,15
27490,2022,South Sudan,Burkina Faso,5,0,0,5
27491,2022,Syrian Arab Rep.,Burkina Faso,5,5,0,10
27492,2022,Togo,Burkina Faso,15,0,0,15
27493,2022,Türkiye,Burkina Faso,48,81,0,129
27494,2022,Afghanistan,Belarus,96,5,0,101
27495,2022,Egypt,Belarus,0,5,0,5
27496,2022,Armenia,Belarus,5,0,0,5
27497,2022,Azerbaijan,Belarus,5,0,0,5
27498,2022,Cuba,Belarus,0,5,0,5
27499,2022,Ethiopia,Belarus,5,0,0,5
27500,2022,Palestinian,Belarus,7,0,0,7
27501,2022,Georgia,Belarus,48,0,0,48
27502,2022,Iran (Islamic Rep. of),Belarus,5,0,0,5
27503,2022,Iraq,Belarus,11,0,0,11
27504,2022,Libya,Belarus,7,0,0,7
27505,2022,Lebanon,Belarus,5,0,0,5
27506,2022,Russian Federation,Belarus,9,0,0,9
27507,2022,Slovakia,Belarus,0,5,0,5
27508,2022,Syrian Arab Rep.,Belarus,59,12,0,71
27509,2022,Tajikistan,Belarus,10,0,0,10
27510,2022,Türkiye,Belarus,21,0,0,21
27511,2022,Ukraine,Belarus,12231,743,0,12974
27512,2022,Yemen,Belarus,23,5,0,28
27513,2022,Stateless,Belarus,0,0,0,0
27514,2022,Argentina,Bolivia (Plurinational State of),13,0,0,13
27515,2022,Colombia,Bolivia (Plurinational State of),200,21,0,221
27516,2022,Cuba,Bolivia (Plurinational State of),48,0,0,48
27517,2022,Ecuador,Bolivia (Plurinational State of),5,6,0,11
27518,2022,Cote d'Ivoire,Bolivia (Plurinational State of),5,0,0,5
27519,2022,Iraq,Bolivia (Plurinational State of),16,0,0,16
27520,2022,Niger,Bolivia (Plurinational State of),5,0,0,5
27521,2022,Pakistan,Bolivia (Plurinational State of),5,0,0,5
27522,2022,Peru,Bolivia (Plurinational State of),525,0,0,525
27523,2022,Russian Federation,Bolivia (Plurinational State of),14,0,0,14
27524,2022,Syrian Arab Rep.,Bolivia (Plurinational State of),22,0,0,22
27525,2022,Ukraine,Bolivia (Plurinational State of),5,0,0,5
27526,2022,Uruguay,Bolivia (Plurinational State of),10,0,0,10
27527,2022,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),243,0,0,243
27528,2022,Angola,Botswana,0,0,0,0
27529,2022,Burundi,Botswana,59,0,0,59
27530,2022,Botswana,Botswana,0,0,0,0
27531,2022,Dem. Rep. of the Congo,Botswana,261,89,0,350
27532,2022,Ethiopia,Botswana,5,0,0,5
27533,2022,Kenya,Botswana,5,0,0,5
27534,2022,Namibia,Botswana,6,0,0,6
27535,2022,Rwanda,Botswana,18,0,0,18
27536,2022,Somalia,Botswana,325,0,0,325
27537,2022,Sudan,Botswana,5,0,0,5
27538,2022,South Sudan,Botswana,5,0,0,5
27539,2022,Uganda,Botswana,19,0,0,19
27540,2022,Zimbabwe,Botswana,15,0,0,15
27541,2022,Afghanistan,Brazil,170,490,0,660
27542,2022,Albania,Brazil,0,7,0,7
27543,2022,Algeria,Brazil,8,34,0,42
27544,2022,Andorra,Brazil,0,6,0,6
27545,2022,Angola,Brazil,1173,6444,0,7617
27546,2022,Egypt,Brazil,70,453,0,523
27547,2022,Argentina,Brazil,6,153,0,159
27548,2022,Armenia,Brazil,5,10,0,15
27549,2022,Burundi,Brazil,48,21,0,69
27550,2022,Belgium,Brazil,0,6,0,6
27551,2022,Benin,Brazil,5,265,0,270
27552,2022,Bangladesh,Brazil,33,4918,0,4951
27553,2022,Bhutan,Brazil,31,35,0,66
27554,2022,Burkina Faso,Brazil,96,241,0,337
27555,2022,Belarus,Brazil,0,8,0,8
27556,2022,Bolivia (Plurinational State of),Brazil,154,461,0,615
27557,2022,Bosnia and Herzegovina,Brazil,5,0,0,5
27558,2022,Bulgaria,Brazil,0,5,0,5
27559,2022,Cambodia,Brazil,0,5,0,5
27560,2022,Canada,Brazil,0,6,0,6
27561,2022,Central African Rep.,Brazil,5,7,0,12
27562,2022,China,Brazil,24,4903,0,4927
27563,2022,Chile,Brazil,21,135,0,156
27564,2022,Cameroon,Brazil,102,566,0,668
27565,2022,Congo,Brazil,20,128,0,148
27566,2022,Dem. Rep. of the Congo,Brazil,1696,2506,0,4202
27567,2022,Colombia,Brazil,1312,2072,0,3384
27568,2022,Costa Rica,Brazil,5,15,0,20
27569,2022,Cuba,Brazil,930,14954,0,15884
27570,2022,Cabo Verde,Brazil,0,195,0,195
27571,2022,Cyprus,Brazil,0,5,0,5
27572,2022,Czechia,Brazil,0,5,0,5
27573,2022,Denmark,Brazil,0,12,0,12
27574,2022,Djibouti,Brazil,0,7,0,7
27575,2022,Dominica,Brazil,0,18,0,18
27576,2022,Dominican Rep.,Brazil,7,1240,0,1247
27577,2022,Ecuador,Brazil,59,114,0,173
27578,2022,Equatorial Guinea,Brazil,0,17,0,17
27579,2022,Eritrea,Brazil,25,75,0,100
27580,2022,Ethiopia,Brazil,29,72,0,101
27581,2022,French Guiana,Brazil,0,20,0,20
27582,2022,Fiji,Brazil,0,21,0,21
27583,2022,France,Brazil,0,40,0,40
27584,2022,Gambia,Brazil,9,313,0,322
27585,2022,Palestinian,Brazil,578,343,0,921
27586,2022,United Kingdom of Great Britain and Northern Ireland,Brazil,0,13,0,13
27587,2022,Georgia,Brazil,11,5,0,16
27588,2022,Germany,Brazil,5,18,0,23
27589,2022,Ghana,Brazil,48,2462,0,2510
27590,2022,Guinea-Bissau,Brazil,26,1556,0,1582
27591,2022,Greece,Brazil,0,5,0,5
27592,2022,Guatemala,Brazil,5,26,0,31
27593,2022,Guinea,Brazil,116,843,0,959
27594,2022,Guyana,Brazil,5,171,0,176
27595,2022,Haiti,Brazil,9,37226,0,37235
27596,2022,Honduras,Brazil,6,14,0,20
27597,2022,Croatia,Brazil,6,5,0,11
27598,2022,Hungary,Brazil,5,0,0,5
27599,2022,Cote d'Ivoire,Brazil,58,180,0,238
27600,2022,India,Brazil,16,892,0,908
27601,2022,Indonesia,Brazil,0,7,0,7
27602,2022,Iran (Islamic Rep. of),Brazil,68,198,0,266
27603,2022,Iraq,Brazil,362,359,0,721
27604,2022,Israel,Brazil,0,33,0,33
27605,2022,Italy,Brazil,0,36,0,36
27606,2022,Jamaica,Brazil,0,13,0,13
27607,2022,Jordan,Brazil,13,100,0,113
27608,2022,Japan,Brazil,0,5,0,5
27609,2022,Kazakhstan,Brazil,0,16,0,16
27610,2022,Kenya,Brazil,10,75,0,85
27611,2022,Rep. of Korea,Brazil,0,261,0,261
27612,2022,Kuwait,Brazil,0,7,0,7
27613,2022,Liberia,Brazil,259,31,0,290
27614,2022,Libya,Brazil,7,67,0,74
27615,2022,Lebanon,Brazil,413,1947,0,2360
27616,2022,Lesotho,Brazil,0,5,0,5
27617,2022,Sri Lanka,Brazil,19,121,0,140
27618,2022,Lithuania,Brazil,0,7,0,7
27619,2022,"China, Macao SAR",Brazil,0,28,0,28
27620,2022,Mauritania,Brazil,61,229,0,290
27621,2022,North Macedonia,Brazil,6,0,0,6
27622,2022,Mexico,Brazil,8,48,0,56
27623,2022,Mali,Brazil,147,394,0,541
27624,2022,Malaysia,Brazil,0,5,0,5
27625,2022,Mongolia,Brazil,0,7,0,7
27626,2022,Morocco,Brazil,38,796,0,834
27627,2022,Mozambique,Brazil,5,92,0,97
27628,2022,Malta,Brazil,0,5,0,5
27629,2022,Myanmar,Brazil,0,5,0,5
27630,2022,Namibia,Brazil,0,39,0,39
27631,2022,Nepal,Brazil,12,415,0,427
27632,2022,Netherlands,Brazil,0,8,0,8
27633,2022,Niger,Brazil,0,7,0,7
27634,2022,Nicaragua,Brazil,24,18,0,42
27635,2022,Nigeria,Brazil,164,3276,0,3440
27636,2022,Norway,Brazil,0,5,0,5
27637,2022,New Zealand,Brazil,0,5,0,5
27638,2022,Pakistan,Brazil,392,1518,0,1910
27639,2022,Panama,Brazil,0,9,0,9
27640,2022,Paraguay,Brazil,5,165,0,170
27641,2022,Peru,Brazil,53,312,0,365
27642,2022,Philippines,Brazil,12,525,0,537
27643,2022,Poland,Brazil,0,16,0,16
27644,2022,Portugal,Brazil,0,115,0,115
27645,2022,Romania,Brazil,0,17,0,17
27646,2022,South Africa,Brazil,6,426,0,432
27647,2022,Russian Federation,Brazil,23,103,0,126
27648,2022,Rwanda,Brazil,18,7,0,25
27649,2022,El Salvador,Brazil,59,9,0,68
27650,2022,Saudi Arabia,Brazil,0,22,0,22
27651,2022,Serbia and Kosovo: S/RES/1244 (1999),Brazil,92,9,0,101
27652,2022,Senegal,Brazil,15,6256,0,6271
27653,2022,Sierra Leone,Brazil,167,319,0,486
27654,2022,Somalia,Brazil,53,524,0,577
27655,2022,Spain,Brazil,0,57,0,57
27656,2022,Viet Nam,Brazil,5,5,0,10
27657,2022,Sao Tome and Principe,Brazil,0,19,0,19
27658,2022,Sudan,Brazil,83,129,0,212
27659,2022,Suriname,Brazil,0,21,0,21
27660,2022,Slovenia,Brazil,0,5,0,5
27661,2022,Sweden,Brazil,0,5,0,5
27662,2022,Switzerland,Brazil,0,5,0,5
27663,2022,Syrian Arab Rep.,Brazil,3971,3832,0,7803
27664,2022,United Rep. of Tanzania,Brazil,9,110,0,119
27665,2022,Thailand,Brazil,0,46,0,46
27666,2022,Togo,Brazil,68,572,0,640
27667,2022,Trinidad and Tobago,Brazil,0,8,0,8
27668,2022,Tunisia,Brazil,8,166,0,174
27669,2022,Türkiye,Brazil,14,274,0,288
27670,2022,Uganda,Brazil,8,33,0,41
27671,2022,Ukraine,Brazil,34,70,0,104
27672,2022,Uruguay,Brazil,0,29,0,29
27673,2022,United States of America,Brazil,0,59,0,59
27674,2022,Vanuatu,Brazil,0,71,0,71
27675,2022,Holy See,Brazil,0,13,0,13
27676,2022,Venezuela (Bolivarian Republic of),Brazil,49964,94524,0,144488
27677,2022,Yemen,Brazil,19,135,0,154
27678,2022,Zambia,Brazil,0,5,0,5
27679,2022,Zimbabwe,Brazil,5,12,0,17
27680,2022,Stateless,Brazil,0,0,0,0
27681,2022,Unknown ,Brazil,0,35,0,35
27682,2022,Stateless,Brunei Darussalam,0,0,0,0
27683,2022,Afghanistan,Bosnia and Herzegovina,5,5,0,10
27684,2022,Algeria,Bosnia and Herzegovina,0,0,0,0
27685,2022,Egypt,Bosnia and Herzegovina,0,0,0,0
27686,2022,Azerbaijan,Bosnia and Herzegovina,5,0,0,5
27687,2022,Burundi,Bosnia and Herzegovina,0,0,0,0
27688,2022,Bangladesh,Bosnia and Herzegovina,0,0,0,0
27689,2022,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,96305,0
27690,2022,Cameroon,Bosnia and Herzegovina,0,0,0,0
27691,2022,Congo,Bosnia and Herzegovina,0,0,0,0
27692,2022,Cuba,Bosnia and Herzegovina,0,19,0,19
27693,2022,Eritrea,Bosnia and Herzegovina,0,0,0,0
27694,2022,Gambia,Bosnia and Herzegovina,0,0,0,0
27695,2022,Palestinian,Bosnia and Herzegovina,0,0,0,0
27696,2022,Ghana,Bosnia and Herzegovina,0,0,0,0
27697,2022,Guinea,Bosnia and Herzegovina,0,0,0,0
27698,2022,Cote d'Ivoire,Bosnia and Herzegovina,0,0,0,0
27699,2022,India,Bosnia and Herzegovina,0,0,0,0
27700,2022,Iran (Islamic Rep. of),Bosnia and Herzegovina,5,14,0,19
27701,2022,Iraq,Bosnia and Herzegovina,0,0,0,0
27702,2022,Libya,Bosnia and Herzegovina,0,0,0,0
27703,2022,Mali,Bosnia and Herzegovina,0,0,0,0
27704,2022,Morocco,Bosnia and Herzegovina,0,5,0,5
27705,2022,Nepal,Bosnia and Herzegovina,0,0,0,0
27706,2022,Pakistan,Bosnia and Herzegovina,5,9,0,14
27707,2022,Russian Federation,Bosnia and Herzegovina,0,12,0,12
27708,2022,Serbia and Kosovo: S/RES/1244 (1999),Bosnia and Herzegovina,36,5,0,41
27709,2022,Senegal,Bosnia and Herzegovina,0,0,0,0
27710,2022,Somalia,Bosnia and Herzegovina,0,0,0,0
27711,2022,Syrian Arab Rep.,Bosnia and Herzegovina,25,5,0,30
27712,2022,Togo,Bosnia and Herzegovina,0,0,0,0
27713,2022,Türkiye,Bosnia and Herzegovina,34,35,0,69
27714,2022,Ukraine,Bosnia and Herzegovina,234,25,0,259
27715,2022,Stateless,Bosnia and Herzegovina,0,0,0,0
27716,2022,Unknown ,Bosnia and Herzegovina,0,0,0,0
27717,2022,Afghanistan,Bulgaria,313,6244,0,6557
27718,2022,Albania,Bulgaria,0,6,0,6
27719,2022,Algeria,Bulgaria,5,82,0,87
27720,2022,Egypt,Bulgaria,19,34,0,53
27721,2022,Armenia,Bulgaria,61,5,0,66
27722,2022,Azerbaijan,Bulgaria,11,0,0,11
27723,2022,Bangladesh,Bulgaria,8,16,0,24
27724,2022,Belarus,Bulgaria,28,0,0,28
27725,2022,Canada,Bulgaria,5,0,0,5
27726,2022,Congo,Bulgaria,9,0,0,9
27727,2022,Dem. Rep. of the Congo,Bulgaria,0,5,0,5
27728,2022,Dominican Rep.,Bulgaria,0,6,0,6
27729,2022,Eritrea,Bulgaria,13,7,0,20
27730,2022,Ethiopia,Bulgaria,10,0,0,10
27731,2022,United Kingdom of Great Britain and Northern Ireland,Bulgaria,5,0,0,5
27732,2022,Georgia,Bulgaria,27,5,0,32
27733,2022,Guinea,Bulgaria,5,0,0,5
27734,2022,Cote d'Ivoire,Bulgaria,5,5,0,10
27735,2022,India,Bulgaria,5,0,0,5
27736,2022,Iran (Islamic Rep. of),Bulgaria,80,52,0,132
27737,2022,Iraq,Bulgaria,1102,108,0,1210
27738,2022,Israel,Bulgaria,20,0,0,20
27739,2022,Jordan,Bulgaria,8,0,0,8
27740,2022,Kazakhstan,Bulgaria,6,0,0,6
27741,2022,Libya,Bulgaria,0,5,0,5
27742,2022,Lebanon,Bulgaria,22,5,0,27
27743,2022,Mauritania,Bulgaria,0,6,0,6
27744,2022,Rep. of Moldova,Bulgaria,45,0,0,45
27745,2022,Mali,Bulgaria,5,0,0,5
27746,2022,Morocco,Bulgaria,5,544,0,549
27747,2022,Nigeria,Bulgaria,0,5,0,5
27748,2022,Pakistan,Bulgaria,34,52,0,86
27749,2022,Russian Federation,Bulgaria,214,49,0,263
27750,2022,Senegal,Bulgaria,0,5,0,5
27751,2022,Somalia,Bulgaria,43,19,0,62
27752,2022,Sudan,Bulgaria,12,0,0,12
27753,2022,Syrian Arab Rep.,Bulgaria,22226,2451,0,24677
27754,2022,Turkmenistan,Bulgaria,34,0,0,34
27755,2022,Tunisia,Bulgaria,5,17,0,22
27756,2022,Türkiye,Bulgaria,12,26,0,38
27757,2022,Ukraine,Bulgaria,119450,325,0,119775
27758,2022,United States of America,Bulgaria,14,0,0,14
27759,2022,Uzbekistan,Bulgaria,5,0,0,5
27760,2022,Yemen,Bulgaria,29,5,0,34
27761,2022,Stateless,Bulgaria,1021,43,0,1064
27762,2022,Cuba,Belize,0,5,0,5
27763,2022,Guatemala,Belize,0,411,0,411
27764,2022,Honduras,Belize,14,441,0,455
27765,2022,Nicaragua,Belize,5,5,0,10
27766,2022,Peru,Belize,0,5,0,5
27767,2022,El Salvador,Belize,70,1204,0,1274
27768,2022,Unknown ,Belize,0,0,0,0
27769,2022,Myanmar,Cambodia,8,7,0,15
27770,2022,Pakistan,Cambodia,0,5,0,5
27771,2022,Viet Nam,Cambodia,16,0,0,16
27772,2022,Stateless,Cambodia,0,0,0,0
27773,2022,Afghanistan,Canada,735,550,0,1285
27774,2022,Albania,Canada,202,224,0,426
27775,2022,Algeria,Canada,664,572,0,1236
27776,2022,Angola,Canada,467,971,0,1438
27777,2022,Antigua and Barbuda,Canada,36,28,0,64
27778,2022,Egypt,Canada,816,425,0,1241
27779,2022,Argentina,Canada,15,64,0,79
27780,2022,Armenia,Canada,6,18,0,24
27781,2022,Australia,Canada,0,12,0,12
27782,2022,Azerbaijan,Canada,135,33,0,168
27783,2022,Bahrain,Canada,11,11,0,22
27784,2022,Barbados,Canada,177,148,0,325
27785,2022,Burundi,Canada,888,228,0,1116
27786,2022,Belgium,Canada,5,17,0,22
27787,2022,Benin,Canada,28,68,0,96
27788,2022,Bangladesh,Canada,951,1040,0,1991
27789,2022,Bahamas,Canada,445,608,0,1053
27790,2022,Bhutan,Canada,5,0,0,5
27791,2022,Burkina Faso,Canada,80,99,0,179
27792,2022,Belarus,Canada,20,13,0,33
27793,2022,Bolivia (Plurinational State of),Canada,28,25,0,53
27794,2022,Botswana,Canada,9,7,0,16
27795,2022,Brazil,Canada,140,609,0,749
27796,2022,Bosnia and Herzegovina,Canada,5,5,0,10
27797,2022,Bulgaria,Canada,75,22,0,97
27798,2022,Cambodia,Canada,27,0,0,27
27799,2022,Central African Rep.,Canada,32,21,0,53
27800,2022,Chad,Canada,448,223,0,671
27801,2022,China,Canada,1984,1722,0,3706
27802,2022,Chile,Canada,119,859,0,978
27803,2022,Cameroon,Canada,579,430,0,1009
27804,2022,Congo,Canada,133,171,0,304
27805,2022,Dem. Rep. of the Congo,Canada,1075,1683,0,2758
27806,2022,Comoros,Canada,5,0,0,5
27807,2022,Colombia,Canada,3375,4477,0,7852
27808,2022,Costa Rica,Canada,11,51,0,62
27809,2022,Cuba,Canada,239,320,0,559
27810,2022,Cabo Verde,Canada,0,5,0,5
27811,2022,Cyprus,Canada,0,6,0,6
27812,2022,Czechia,Canada,186,75,0,261
27813,2022,Denmark,Canada,0,5,0,5
27814,2022,Djibouti,Canada,195,52,0,247
27815,2022,Dominica,Canada,5,5,0,10
27816,2022,Dominican Rep.,Canada,99,172,0,271
27817,2022,Ecuador,Canada,58,122,0,180
27818,2022,Equatorial Guinea,Canada,5,0,0,5
27819,2022,Eritrea,Canada,473,297,0,770
27820,2022,Ethiopia,Canada,966,485,0,1451
27821,2022,Fiji,Canada,0,6,0,6
27822,2022,France,Canada,0,100,0,100
27823,2022,Gabon,Canada,26,37,0,63
27824,2022,Gambia,Canada,48,88,0,136
27825,2022,Palestinian,Canada,671,264,0,935
27826,2022,United Kingdom of Great Britain and Northern Ireland,Canada,5,47,0,52
27827,2022,Georgia,Canada,187,182,0,369
27828,2022,Germany,Canada,0,20,0,20
27829,2022,Ghana,Canada,190,347,0,537
27830,2022,Guinea-Bissau,Canada,0,5,0,5
27831,2022,Greece,Canada,5,22,0,27
27832,2022,Grenada,Canada,11,8,0,19
27833,2022,Guatemala,Canada,206,261,0,467
27834,2022,Guinea,Canada,252,284,0,536
27835,2022,Guyana,Canada,33,55,0,88
27836,2022,Haiti,Canada,2487,4648,0,7135
27837,2022,"China, Hong Kong SAR",Canada,63,22,0,85
27838,2022,Honduras,Canada,348,342,0,690
27839,2022,Croatia,Canada,42,5,0,47
27840,2022,Hungary,Canada,1585,319,0,1904
27841,2022,Iceland,Canada,0,9,0,9
27842,2022,Cote d'Ivoire,Canada,159,175,0,334
27843,2022,India,Canada,3138,8652,0,11790
27844,2022,Indonesia,Canada,35,50,0,85
27845,2022,Ireland,Canada,0,31,0,31
27846,2022,Iran (Islamic Rep. of),Canada,5254,2441,0,7695
27847,2022,Iraq,Canada,511,241,0,752
27848,2022,Israel,Canada,33,59,0,92
27849,2022,Italy,Canada,17,93,0,110
27850,2022,Jamaica,Canada,252,530,0,782
27851,2022,Jordan,Canada,534,544,0,1078
27852,2022,Japan,Canada,5,5,0,10
27853,2022,Kazakhstan,Canada,66,29,0,95
27854,2022,Kenya,Canada,459,298,0,757
27855,2022,Kyrgyzstan,Canada,12,5,0,17
27856,2022,Rep. of Korea,Canada,21,16,0,37
27857,2022,Dem. People's Rep. of Korea,Canada,33,10,0,43
27858,2022,Kuwait,Canada,40,19,0,59
27859,2022,Liberia,Canada,94,88,0,182
27860,2022,Libya,Canada,368,137,0,505
27861,2022,Saint Lucia,Canada,51,20,0,71
27862,2022,Lebanon,Canada,486,715,0,1201
27863,2022,Lesotho,Canada,0,5,0,5
27864,2022,Sri Lanka,Canada,1371,780,0,2151
27865,2022,Lithuania,Canada,0,7,0,7
27866,2022,Latvia,Canada,10,5,0,15
27867,2022,Madagascar,Canada,20,13,0,33
27868,2022,Mauritania,Canada,150,98,0,248
27869,2022,North Macedonia,Canada,9,5,0,14
27870,2022,Rep. of Moldova,Canada,7,6,0,13
27871,2022,Mexico,Canada,3065,8079,0,11144
27872,2022,Mali,Canada,100,129,0,229
27873,2022,Malaysia,Canada,15,23,0,38
27874,2022,Malawi,Canada,48,30,0,78
27875,2022,Mongolia,Canada,43,38,0,81
27876,2022,Morocco,Canada,82,179,0,261
27877,2022,Mozambique,Canada,7,0,0,7
27878,2022,Malta,Canada,0,5,0,5
27879,2022,Mauritius,Canada,5,22,0,27
27880,2022,Myanmar,Canada,22,36,0,58
27881,2022,Namibia,Canada,26,17,0,43
27882,2022,Nepal,Canada,237,102,0,339
27883,2022,Netherlands,Canada,0,17,0,17
27884,2022,Niger,Canada,23,50,0,73
27885,2022,Nicaragua,Canada,464,308,0,772
27886,2022,Nigeria,Canada,3857,3402,0,7259
27887,2022,Norway,Canada,0,6,0,6
27888,2022,Oman,Canada,0,5,0,5
27889,2022,Pakistan,Canada,2506,1798,0,4304
27890,2022,Panama,Canada,5,21,0,26
27891,2022,Paraguay,Canada,7,0,0,7
27892,2022,Peru,Canada,144,357,0,501
27893,2022,Philippines,Canada,58,199,0,257
27894,2022,Poland,Canada,121,84,0,205
27895,2022,Portugal,Canada,7,77,0,84
27896,2022,Qatar,Canada,0,10,0,10
27897,2022,Romania,Canada,489,441,0,930
27898,2022,South Africa,Canada,120,103,0,223
27899,2022,Russian Federation,Canada,166,138,0,304
27900,2022,Rwanda,Canada,668,458,0,1126
27901,2022,El Salvador,Canada,590,410,0,1000
27902,2022,Saudi Arabia,Canada,222,107,0,329
27903,2022,Serbia and Kosovo: S/RES/1244 (1999),Canada,38,45,0,83
27904,2022,Senegal,Canada,158,195,0,353
27905,2022,Singapore,Canada,0,8,0,8
27906,2022,Sierra Leone,Canada,33,74,0,107
27907,2022,Somalia,Canada,660,391,0,1051
27908,2022,Spain,Canada,5,28,0,33
27909,2022,Viet Nam,Canada,75,220,0,295
27910,2022,Saint Kitts and Nevis,Canada,9,5,0,14
27911,2022,Sudan,Canada,624,275,0,899
27912,2022,Suriname,Canada,5,5,0,10
27913,2022,South Sudan,Canada,14,19,0,33
27914,2022,Slovakia,Canada,374,130,0,504
27915,2022,Slovenia,Canada,0,5,0,5
27916,2022,Eswatini,Canada,11,0,0,11
27917,2022,Sweden,Canada,0,13,0,13
27918,2022,Syrian Arab Rep.,Canada,411,246,0,657
27919,2022,United Rep. of Tanzania,Canada,146,113,0,259
27920,2022,Thailand,Canada,9,11,0,20
27921,2022,Tajikistan,Canada,28,5,0,33
27922,2022,Turkmenistan,Canada,11,0,0,11
27923,2022,Togo,Canada,59,77,0,136
27924,2022,Trinidad and Tobago,Canada,42,45,0,87
27925,2022,Tunisia,Canada,80,153,0,233
27926,2022,Türkiye,Canada,1739,2671,0,4410
27927,2022,United Arab Emirates,Canada,21,31,0,52
27928,2022,Uganda,Canada,699,244,0,943
27929,2022,Ukraine,Canada,149,217,0,366
27930,2022,Uruguay,Canada,6,20,0,26
27931,2022,United States of America,Canada,176,961,0,1137
27932,2022,Uzbekistan,Canada,21,21,0,42
27933,2022,Saint Vincent and the Grenadines,Canada,51,38,0,89
27934,2022,Venezuela (Bolivarian Republic of),Canada,1458,808,0,2266
27935,2022,Yemen,Canada,357,236,0,593
27936,2022,Zambia,Canada,21,10,0,31
27937,2022,Zimbabwe,Canada,296,151,0,447
27938,2022,Stateless,Canada,457,76,0,533
27939,2022,Unknown ,Canada,5,6579,0,6584
27940,2022,Angola,Central African Rep.,12,0,0,12
27941,2022,Burundi,Central African Rep.,24,0,0,24
27942,2022,Central African Rep.,Central African Rep.,0,0,610265,0
27943,2022,Chad,Central African Rep.,1252,88,0,1340
27944,2022,Cameroon,Central African Rep.,44,29,0,73
27945,2022,Congo,Central African Rep.,15,9,0,24
27946,2022,Dem. Rep. of the Congo,Central African Rep.,6298,219,0,6517
27947,2022,Guinea,Central African Rep.,6,0,0,6
27948,2022,Cote d'Ivoire,Central African Rep.,7,0,0,7
27949,2022,Liberia,Central African Rep.,5,0,0,5
27950,2022,Rwanda,Central African Rep.,220,0,0,220
27951,2022,Sudan,Central African Rep.,447,22,0,469
27952,2022,South Sudan,Central African Rep.,2609,0,0,2609
27953,2022,Türkiye,Central African Rep.,8,0,0,8
27954,2022,Uganda,Central African Rep.,12,0,0,12
27955,2022,Cuba,Cayman Islands,59,166,0,225
27956,2022,Haiti,Cayman Islands,0,0,0,0
27957,2022,Venezuela (Bolivarian Republic of),Cayman Islands,0,0,0,0
27958,2022,Burundi,Chad,6,0,0,6
